speaker,uttID,utterance,emotion,sentiment,non_con_out,con_out,con_out_mean,match,con_match,EDA,Cor_EDA,all_match
b'Ses04F_impro08_M019',Ses04F_impro08_M019,"b""because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F012',Ses04F_impro08_F012,"b'Okay, sir.  They- they have to-'",fru,sentiment,"fo_o_fw_""_by_bc",sd,^q,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses04F_impro08_F013',Ses04F_impro08_F013,b'Sir.',fru,sentiment,aa,sd,x,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses04F_impro08_F014',Ses04F_impro08_F014,"b'Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise.'",fru,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro08_M020',Ses04F_impro08_M020,"b""What's your name?""",fru,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_impro08_F015',Ses04F_impro08_F015,b'Cindy?',fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04F_impro08_M021',Ses04F_impro08_M021,b'Cinnee?',xxx,sentiment,br,qy,qy,NotMatch,ConMatch,qy,qy,NotMatch
b'Ses04F_impro08_F016',Ses04F_impro08_F016,b'Cindy.',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M022',Ses04F_impro08_M022,b'Cindy?  Cindy what?',ang,sentiment,qw,br,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses04F_impro08_F017',Ses04F_impro08_F017,"b""Sir, I don't think my name is really relevant-""",fru,sentiment,sd,ng,sv,NotMatch,NotConMatch,ng,CORRECT,NotMatch
b'Ses04F_impro08_M023',Ses04F_impro08_M023,"b""Cindy, look.  If you don't get your ass a piece of paper that has a check""",ang,sentiment,ad,sv,ad,Match,NotConMatch,ad,ad,NotMatch
b'Ses04F_impro08_M024',Ses04F_impro08_M024,"b""attached to it and you don't send it to me, I'm going to get very upset.""",ang,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro08_F018',Ses04F_impro08_F018,"b""Alright, sir. Sir.  I'm going to transfer you to the address.""",fru,sentiment,fc,sd,ad,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses04F_impro08_F019',Ses04F_impro08_F019,"b'Alright.  You know what, sir.  The customer is always right.'",fru,sentiment,sv,sv,^q,Match,NotConMatch,sv,sv,NotMatch
b'Ses04F_impro08_M025',Ses04F_impro08_M025,"b""You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?""",fru,sentiment,qh,fc,^q,NotMatch,NotConMatch,fc,CORRECT,NotMatch
b'Ses04F_impro08_F020',Ses04F_impro08_F020,b'I will go ahead and I will take- I will take',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M026',Ses04F_impro08_M026,"b'Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want.'",fru,sentiment,sv,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses04F_impro08_M027',Ses04F_impro08_M027,"b""Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.""",fru,sentiment,sd,^q,ad,NotMatch,NotConMatch,^q,CORRECT,NotMatch
b'Ses04F_impro08_F021',Ses04F_impro08_F021,"b'Sir, customer satisfaction is our first goal.  I will go ahead and take your number and your address down myself.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M028',Ses04F_impro08_M028,"b'of getting my sixteen dollars back. It fine, no honestly.'",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_M029',Ses04F_impro08_M029,"b""No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro08_F022',Ses04F_impro08_F022,b'Wait. But I-',xxx,sentiment,sd,ad,ad,NotMatch,ConMatch,ad,ad,NotMatch
b'Ses04F_impro08_F023',Ses04F_impro08_F023,"b""But I'm giving you what you want.""",ang,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro08_M030',Ses04F_impro08_M030,"b""No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.""",fru,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses04F_impro08_F024',Ses04F_impro08_F024,"b""Okay.  If that's what you want, you want to go to the next person?""",fru,sentiment,sv,qy,sd,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04F_impro08_M031',Ses04F_impro08_M031,b'Yes.',xxx,sentiment,b,ny,ny,NotMatch,ConMatch,ny,ny,NotMatch
b'Ses04F_impro08_F025',Ses04F_impro08_F025,b'Okay.  Great.',fru,sentiment,b,fc,ba,NotMatch,NotConMatch,fc,CORRECT,NotMatch
b'Ses04F_impro05_M000',Ses04F_impro05_M000,b'Welcome to Northwest Airlines.  How can I help you?',fru,sentiment,qw,qy,ad,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04F_impro05_F000',Ses04F_impro05_F000,b'You guys lost my bag.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M001',Ses04F_impro05_M001,b'Did you file a complaint already?',fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04F_impro05_F001',Ses04F_impro05_F001,b'Yeah.  Yeah I did.',fru,sentiment,b,ny,na,NotMatch,NotConMatch,ny,CORRECT,NotMatch
b'Ses04F_impro05_M002',Ses04F_impro05_M002,b'Where?  Did you do it at the front desk or by the baggage claims?',fru,sentiment,qw,qy,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses04F_impro05_F002',Ses04F_impro05_F002,"b""I-I don't know.  The place where they told me to go.  Look they told me to come talk to you because you guys lost my bag.  Not it's late.  Not it will be here soon, lost it completely.  What are you going to do about that?""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M003',Ses04F_impro05_M003,"b""Ma'am, first of all I'd like you to calm down.  Second of all-""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F003',Ses04F_impro05_F003,b'Look that bag has my entire life in it and you just lost it.',fru,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04F_impro05_M004',Ses04F_impro05_M004,"b""I understand that ma'am.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F004',Ses04F_impro05_F004,"b'Lost it just, like, I mean,'",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M005',Ses04F_impro05_M005,"b""Ma'am, I understand that.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F005',Ses04F_impro05_F005,"b""it's not like it just disappeared into thin air. Somebody wasn't paying attention""",ang,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses04F_impro05_F006',Ses04F_impro05_F006,"b""because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M006',Ses04F_impro05_M006,"b'I understand that.  The best I can do for you, at this moment, is give you fifty dollar check courtesy of Northwest Airlines for inconveniencing you in losing your luggage.'",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F007',Ses04F_impro05_F007,b'Wait.  What?',sur,sentiment,br,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses04F_impro05_M007',Ses04F_impro05_M007,"b'At this moment in time, all I can do for you is give you-'",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F008',Ses04F_impro05_F008,b'No. No. I heard- I heard what you said.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F009',Ses04F_impro05_F009,"b""You're kidding me, right.  You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through.  I paid for my ticket.  All I expect is to safely get to my destination with my stuff.  Is that so much to ask?  I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up.""",ang,sentiment,sd,sd,^q,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro05_M008',Ses04F_impro05_M008,"b""you're getting very excited right now""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses04F_impro05_F010',Ses04F_impro05_F010,"b""Yeah, well that's got everything I have in it.""",ang,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro05_M009',Ses04F_impro05_M009,"b""I understand that, ma'am but there's not really much I can do for you right now.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F011',Ses04F_impro05_F011,"b""Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M010',Ses04F_impro05_M010,"b""What I need you to do is file another complaint form. There's a form that you can fill out over by the front desk near the baggage claim.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M011',Ses04F_impro05_M011,"b""If you'd like to take that over to the front desk- Ma'am.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M012',Ses04F_impro05_M012,"b""We're just talking over each other.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M013',Ses04F_impro05_M013,"b""We're not going to communicate anything this way.""",fru,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro05_F012',Ses04F_impro05_F012,b'I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M014',Ses04F_impro05_M014,"b""Ma'am in flying with Northwest Airlines you agreed to""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M015',Ses04F_impro05_M015,b'sign away your luggage to the',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F013',Ses04F_impro05_F013,"b""I didn't sign anything. I didn't sign anything. And you people have got to make-""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M016',Ses04F_impro05_M016,"b""It's part of the small- it's part of the agreement when you're purchasing an airline ticket, there's- when you-""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F014',Ses04F_impro05_F014,b'You have to make amends for what you did for losing my bag and all of my stuff.  Fifty dollars is unacceptable.',ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M017',Ses04F_impro05_M017,"b""Ma'am, please calm down.  When you purchase a ticket, there is a terms and agreement,""",fru,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro05_F015',Ses04F_impro05_F015,"b""No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M018',Ses04F_impro05_M018,b'terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over',fru,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses04F_impro05_M019',Ses04F_impro05_M019,b'The best that we can do for you is give you-',fru,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro05_M020',Ses04F_impro05_M020,"b""Ma'am.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F016',Ses04F_impro05_F016,b'I want to talk to your supervisor.',ang,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_impro05_M021',Ses04F_impro05_M021,b'I am- I am- I am my own supervisor.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F017',Ses04F_impro05_F017,"b""I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M022',Ses04F_impro05_M022,"b""I am the supervisor, ma'am.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F018',Ses04F_impro05_F018,"b""Really, you don't work for anybody.  It's just you?""",ang,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses04F_impro05_M023',Ses04F_impro05_M023,b'I am the current manager on duty.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_F019',Ses04F_impro05_F019,"b'Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.'",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_impro05_M024',Ses04F_impro05_M024,"b""Ma'am, I own Northwest Airlines.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_F000',Ses04F_script01_2_F000,b'Why did he invite her?',ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_script01_2_M000',Ses04F_script01_2_M000,b'Why does that bother you?',neu,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_script01_2_F001',Ses04F_script01_2_F001,"b""It's been three years.  Why all of a sudden?""",ang,sentiment,qy,qy,sd,Match,NotConMatch,qy,qy,NotMatch
b'Ses04F_script01_2_M001',Ses04F_script01_2_M001,b'Well maybe- maybe he just wanted to see her again.',neu,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_script01_2_F002',Ses04F_script01_2_F002,b'Nobody comes seven hundred miles just to see.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M002',Ses04F_script01_2_M002,"b""What do you mean?  He was brought up next door to the girl his whole life.  Why shouldn't he want to see her again?""",xxx,sentiment,sd,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses04F_script01_2_M003',Ses04F_script01_2_M003,"b""Don't look at me like that.  He didn't tell me anymore than he told you.""",xxx,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_script01_2_F003',Ses04F_script01_2_F003,"b""She's not going to marry him.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M004',Ses04F_script01_2_M004,"b""How do you know he's even thinking about it?""",neu,sentiment,qw,qy,qo,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04F_script01_2_F004',Ses04F_script01_2_F004,"b""It's got that about it.""",xxx,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses04F_script01_2_M005',Ses04F_script01_2_M005,b'Well so what.',xxx,sentiment,sd,nn,aa,NotMatch,NotConMatch,nn,CORRECT,NotMatch
b'Ses04F_script01_2_F005',Ses04F_script01_2_F005,"b""What's going on here, Joe?""",ang,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_script01_2_M006',Ses04F_script01_2_M006,b'Listen kid.',fru,sentiment,ba,^h,fc,NotMatch,NotConMatch,^h,CORRECT,NotMatch
b'Ses04F_script01_2_F006',Ses04F_script01_2_F006,"b'No, line.'",ang,sentiment,aa,ar,sd,NotMatch,NotConMatch,ar,CORRECT,NotMatch
b'Ses04F_script01_2_M007',Ses04F_script01_2_M007,"b""Uh, Then why is she still-she's not his girl, Joe""",neu,sentiment,sd,qy,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_script01_2_F007',Ses04F_script01_2_F007,"b""She's not his girl, Joe.  She knows she's not.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M008',Ses04F_script01_2_M008,"b""You can't read her mind.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_F008',Ses04F_script01_2_F008,"b""Then why is she still single?  New York is full of men.  Why hasn't she married?""",ang,sentiment,qw,qh,qw,Match,NotConMatch,qw,qw,NotMatch
b'Ses04F_script01_2_F009',Ses04F_script01_2_F009,"b""Probably a hundred people told her she's foolish but she's waited.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M009',Ses04F_script01_2_M009,b'How do you know why she waited?',fru,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_script01_2_F010',Ses04F_script01_2_F010,"b""Because she knows what I know that's why.  She's faithful as a rock.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_F011',Ses04F_script01_2_F011,"b""In my worst moments, I think of her waiting and I know again that I'm right.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M010',Ses04F_script01_2_M010,"b""Look it's a nice day.  What are we arguing for?""",fru,sentiment,qy,^q,qy,Match,NotConMatch,qy,qy,NotMatch
b'Ses04F_script01_2_F012',Ses04F_script01_2_F012,"b'Nobody in this house dares take her faith away, Joe.  Strangers might but not his father, not his brother.'",fru,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses04F_script01_2_M011',Ses04F_script01_2_M011,b'What do you want me to do?',fru,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_script01_2_F013',Ses04F_script01_2_F013,"b""I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her.  I won't stand for any nonsense.""",xxx,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_script01_2_M012',Ses04F_script01_2_M012,b'But Kate-',fru,sentiment,sd,qy,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_script01_2_F014',Ses04F_script01_2_F014,"b""Because if he's not coming back, I'll kill myself.""",fru,sentiment,sd,^q,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_script01_2_F015',Ses04F_script01_2_F015,"b'Laugh, laugh at me, but why did that happen the very night she came back?'",xxx,sentiment,sd,qw,ad,NotMatch,NotConMatch,qw,CORRECT,NotMatch
b'Ses04F_script01_2_F016',Ses04F_script01_2_F016,"b'She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-'",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M013',Ses04F_script01_2_M013,b'Calm yourself.',fru,sentiment,ad,ad,sd,Match,NotConMatch,ad,ad,NotMatch
b'Ses04F_script01_2_F017',Ses04F_script01_2_F017,"b""Believe with me, Joe.  I can't stand alone.""",fru,sentiment,sd,qy^d,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses04F_script01_2_M014',Ses04F_script01_2_M014,b'Calm yourself.',fru,sentiment,ad,ad,fc,Match,NotConMatch,ad,ad,NotMatch
b'Ses04F_script01_2_F018',Ses04F_script01_2_F018,b'Just last week a man showed up in Detroit missing longer than Larry.  You read it yourself.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M015',Ses04F_script01_2_M015,b'Alright.  Alright.  Calm yourself.',fru,sentiment,fc,ba,ad,NotMatch,NotConMatch,ba,CORRECT,NotMatch
b'Ses04F_script01_2_F019',Ses04F_script01_2_F019,b'You above all have got to believe.  You.',fru,sentiment,sv,sv,ad,Match,NotConMatch,sv,sv,NotMatch
b'Ses04F_script01_2_M016',Ses04F_script01_2_M016,b'Why me above all?',fru,sentiment,qw,qw,ad,Match,NotConMatch,qw,qw,NotMatch
b'Ses04F_script01_2_F020',Ses04F_script01_2_F020,"b""Just don't stop believing.""",fru,sentiment,sd,sv,ad,NotMatch,NotConMatch,sv,CORRECT,NotMatch
b'Ses04F_script01_2_M017',Ses04F_script01_2_M017,"b""What does that mean, me above all?  Look at you.  You're shaking.""",ang,sentiment,qw,qy,ad,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses04F_script01_2_F021',Ses04F_script01_2_F021,"b""I can't help it.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses04F_script01_2_M018',Ses04F_script01_2_M018,b'What have I got to hide?  What the hell is matter with you Kate?',fru,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses04F_impro04_M000',Ses04F_impro04_M000,"b""Hey.  Get out of the way.  I'm watching TV.""",xxx,sentiment,sd,sd,fc,Match,NotConMatch,sd,sd,NotMatch
