speaker,uttID,utterance,emotion,non_con_out,con_out,con_out_mean,match,con_match,pre-final-DA,all_match
b'Joey',1,b'Would she?  You ate my candy bar!',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',0,"b'Oh God, I hate my job, I hate it, I hate my job, I hate it.'",disgust,sd,sd,ng,Match,NotConMatch,sd,NotMatch
b'Monica',1,"b'I know honey, I\xc2\x92m sorry.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',2,"b'Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it\xc2\x92s remotely related to the field they\xc2\x92re interested in.'",sadness,sv,^q,sv,Match,NotConMatch,sv,NotMatch
b'Monica',3,"b'Gee, I don\xc2\x92t know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',4,"b'Oh honey, come on, I\xc2\x92m sorry, I didn\xc2\x92t....'",sadness,fc,^q,sd,NotMatch,NotConMatch,,NotMatch
b'Rachel',5,"b""I don\xc2\x92t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.""",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',6,b'Hi! Is my misery amusing to you?',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Guy',7,"b'I\xc2\x92m sorry, I wa, I wa, I was just ah....'",fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',8,"b'It\xc2\x92s not funny, this is actually my job.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Guy',9,"b'Oh believe me, I-I-I\xc2\x92ve been there. I had to sort mannequin heads at that Mannequins Plus.'",neutral,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',10,"b'Oh well then, so I\xc2\x92m just going to go back to talking to my friend here.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',11,b'And you can go back to enjoying your little hamburger.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Guy',12,"b'Ah, just one other thing.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',13,b'Yes?!',joy,bh,^q,bh,Match,NotConMatch,bh,NotMatch
b'Guy',14,"b'I ah, I work at'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',15,b'Do you want my pickle?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',0,b"Do you think they have yesterday's daily news?",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',1,b'Why?',surprise,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Phoebe',2,"b'Just wanna check my horoscope, see if it was right.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',3,b'Oh my God.',surprise,ba,ba,^h,Match,NotConMatch,ba,NotMatch
b'Monica',4,b'Phoebe.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',5,"b""Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.""",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Phoebe',6,"b'Where?  Ooh, come to Momma.'",joy,fc,ad,qw,NotMatch,NotConMatch,,NotMatch
b'Monica',7,"b""He's coming. Be cool, be cool, be cool.""",anger,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Phoebe',8,b'We should do something. Whistle.',joy,sd,sv,fc,NotMatch,NotConMatch,,NotMatch
b'Monica',9,b'We are not going to whistle.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',10,"b'Come on, do it.'",neutral,ad,ad,ad,Match,ConMatch,ad,AllMatch
b'Monica',11,b'No!',anger,aa,aa,aa,Match,ConMatch,aa,AllMatch
b'Phoebe',12,b'Do it!',joy,qy,ad,qy,Match,NotConMatch,qy,NotMatch
b'Monica',13,b'No!',anger,aa,bd,nn,NotMatch,NotConMatch,,NotMatch
b'Phoebe',14,b'Do it do it do it!',joy,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',15,b'Woo-woo!',joy,ba,ba,^2,Match,NotConMatch,ba,NotMatch
b'Phoebe',16,b"I can't believe you did that!",surprise,sv,sd,qy^d,NotMatch,NotConMatch,,NotMatch
b'Monica',0,"b'Hi! Umm, I\xc2\x92m Monica Geller, I\xc2\x92m the chef at Alessandro\xc2\x92s.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Food Critic',1,b'Still?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',2,"b'I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.'",neutral,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'The Food Critic',3,b'I don\xc2\x92t see any reason why I would do that to myself again.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',4,"b'Either eat it, or be in it.'",anger,bf,ad,sv,NotMatch,NotConMatch,,NotMatch
b'Monica',5,"b'Spoon?  So, what do you think?'",joy,qw,qo,qw,Match,NotConMatch,qw,NotMatch
b'The Food Critic',6,"b'I\xc2\x92m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',7,b'Thata girl! Huh? We should get out of here.. there\xc2\x92s a new class comin\xc2\x92 in.',joy,sd,ad,qw,NotMatch,NotConMatch,,NotMatch
b'The Cooking Teacher',8,"b'Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?'",neutral,sd,ad,qw,NotMatch,NotConMatch,,NotMatch
b'Monica',9,b'I can.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Cooking Teacher',10,"b'Okay, go ahead.'",neutral,ad,ad,ad,Match,ConMatch,ad,AllMatch
b'Monica',11,"b'Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Cooking Teacher',12,"b'That\xc2\x92s very good, what\xc2\x92s your name?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',13,b'Monica.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Cooking Teacher',14,"b'Monica, you go to the head of the class.'",neutral,sd,sd,ad,Match,NotConMatch,sd,NotMatch
b'Monica',15,b'Okay.',joy,b,b,bk,Match,NotConMatch,b,NotMatch
b'Phoebe',0,"b""And there's a country called Argentinaaaa,    it's a place I've never seeeeen.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',1,b"But I'm told for fifty pesos you can buy a    human spleen.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',2,b'Human spleeeen.',neutral,sd,sd,bf,Match,NotConMatch,sd,NotMatch
b'Phoebe',3,b'Ol\xc3\xa9!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,b'What are you doing here!',surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Phoebe',5,"b'Well, you said that you had customers lined up in the street,    so I am here to entertain!'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',6,b'Great!',joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Phoebe',7,b'Yeah!',joy,b,ba,fc,NotMatch,NotConMatch,,NotMatch
b'Phoebe',8,"b'It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!'",joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Phoebe',9,"b'Yeah, ""You suck"" and ""shut up and go home"".'",joy,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Monica',10,b'Listen Phoebe...',joy,sd,fc,ad,NotMatch,NotConMatch,,NotMatch
b'Phoebe',11,b'Yeah.',neutral,b,fc,b,Match,NotConMatch,b,NotMatch
b'Monica',12,"b'You know how much I love listening to your music, you know,    but...'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',13,b'But what?',neutral,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Monica',14,b'This is kind of a classy place.',neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Phoebe',15,"b'Ok, say no more.'",neutral,fo_o_fw_"_by_bc,sv,sd,NotMatch,NotConMatch,,NotMatch
b'Joey',0,"b""I'm so bored! Stupid rain, we... we can't do anything.""",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',1,"b""Well, I've brought some books. We could read.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',2,"b""Hey, it hasn't come to that yet.""",joy,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Joey',3,b"Hey hey hey! Don't mind if I do!",joy,^q,ad,fo_o_fw_"_by_bc,NotMatch,NotConMatch,,NotMatch
b'Waiter',4,"b""I'm sorry sir, these are for the pharmaceutical convention""",neutral,sv,sv,fc,Match,NotConMatch,sv,NotMatch
b'Joey',5,"b'Hey Rach, do you feel like going to a convention?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',6,b"We can't. We're not pharmacists!",sadness,sd,ng,sd,Match,NotConMatch,sd,NotMatch
b'Joey',7,"b""I know we're not, but  Frank Medeio and...  Eva Trorro... womba...""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',8,b'Kate Miller?',neutral,br,qy^d,qy,NotMatch,NotConMatch,,NotMatch
b'Joey',9,b'Kate Miller it is.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',10,b"And... that's the most sex I'm gonna have this weekend.",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',11,b"In that case should I make sure it's on real good?",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',12,b'Thank you.',neutral,fc,ft,ft,Match,ConMatch,ft,NotMatch
b'Chandler',0,b'Oh my God!',surprise,ba,ba,fc,Match,NotConMatch,ba,NotMatch
b'Monica',1,"b""We heard about your pants, I'm so sorry.""",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',2,b'This year was supposed to be great!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,"b""But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!""",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'All',4,"b""No. No, you're not a loser.""",sadness,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Ross',5,b'Look at me!',anger,ba,ba,ad,Match,NotConMatch,ba,NotMatch
b'Monica',6,"b""Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!""",joy,ad,ad,qy,Match,NotConMatch,ad,NotMatch
b'Ross',7,"b'Oh, be-because of the leather pants.'",sadness,sd,ad,^q,NotMatch,NotConMatch,,NotMatch
b'Monica',8,"b""See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.""",joy,sv,sv,qy,Match,NotConMatch,sv,NotMatch
b'Rachel',9,b"That really is something.. that's really cool.",joy,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Joey',10,b'Howdy partner!',joy,^2,bf,sd,NotMatch,NotConMatch,,NotMatch
b'Ross',11,b'Maybe I should get another pair!',joy,sd,sv,ad,NotMatch,NotConMatch,,NotMatch
b'Ross',12,"b""Ooh, y'know, they-they had some with fringe all down the sides.""",joy,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Ross',13,b"I'm gonna go kiss Ben goodnight.",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',14,b"I can't believe he thinks I'm a cowboy.",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',15,b'I would make a good cowboy.',joy,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Monica',16,"b""Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',17,"b""Oh yeah, me too. Y'know if this shirt is dirty.  Yep.""",neutral,sd,^q,sv,NotMatch,NotConMatch,,NotMatch
b'Ross',0,"b""No you didn't. You said you would, but you never did!""",anger,sv,sd,qy^d,NotMatch,NotConMatch,,NotMatch
b'Chandler',1,b'Oh yeah!',surprise,b,aa,ny,NotMatch,NotConMatch,,NotMatch
b'Joey',0,b'Great nap.',neutral,ba,fc,fc,Match,ConMatch,fc,NotMatch
b'Ross',1,b'It really was.',neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Joey',2,"b'Uh me? Gay? No! No. No, but I have a number of close friends who are.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Interviewer',3,"b'So, let\xc2\x92s talk about women. I\xc2\x92m sure our female readers will be interested to know about your romantic life.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',4,"b'Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin\xc2\x92?""'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',5,"b'Oh, please!'",disgust,ba,b,b,Match,ConMatch,b,NotMatch
b'Joey',6,"b'Hey, how you doin\xc2\x92?'",neutral,fc,^q,qo,NotMatch,NotConMatch,,NotMatch
b'Phoebe',0,b'Hey Mikey',neutral,ba,ba,fp,Match,NotConMatch,ba,NotMatch
b'Mike',1,b'Hey P',neutral,ba,fp,sd,NotMatch,NotConMatch,,NotMatch
b'Phoebe',2,b'What are you doing?',neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Mike',3,b'Setting rattraps',neutral,^2,ad,sd,NotMatch,NotConMatch,,NotMatch
b'Phoebe',4,b'To kill Bob??',surprise,br,ad,qw,NotMatch,NotConMatch,,NotMatch
b'Mike',5,"b'No, no, to test his neck strength.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',6,"b""No, Mike, I don't want to kill him!""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',7,"b'I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mike',8,"b""Ok, ok, I'll throw away the traps.""",neutral,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Phoebe',9,"b""I'll find Bob, I'll get him.""",neutral,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Phoebe',10,b'Bob?',fear,br,qy,qy,Match,ConMatch,qy,NotMatch
b'Phoebe',11,b'Bob!',sadness,br,fc,sd,NotMatch,NotConMatch,,NotMatch
b'Phoebe',12,b'Robert!',anger,br,fp,sd,NotMatch,NotConMatch,,NotMatch
b'Phoebe',13,"b'Oh wait, I think I hear him.'",neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Phoebe',14,b'Oh - Oh my god!',surprise,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Phoebe',15,b'Bob    had babies!',surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',16,b"Bob's a mom!",surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mike',17,b'Better think of a new name for him.',neutral,sv,bf,sd,NotMatch,NotConMatch,,NotMatch
b'Phoebe',18,"b""I don't know, I kinda like Bob for a girl.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mike',19,"b""I don't know, I mean I'm not sure  ...""",neutral,h,h,h,Match,ConMatch,h,AllMatch
b'Phoebe',20,"b'Oh my god, we killed Bob!'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mike',21,"b""Maybe it wasn't Bob, maybe it was a mouse.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',22,b'Suzie',neutral,sd,fc,sd,Match,NotConMatch,sd,NotMatch
b'Joey',0,"b'Hmmm, soup!'",joy,b,ba,ba,Match,ConMatch,ba,NotMatch
b'Carol',1,"b""Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?""",neutral,sd,qy,qy,Match,ConMatch,qy,NotMatch
b'Joey',2,"b'Oh yeah, no problem.'",neutral,aa,na,fc,NotMatch,NotConMatch,,NotMatch
b'Carol',3,b'Thanks.',neutral,fc,^q,ft,NotMatch,NotConMatch,,NotMatch
b'Joey',4,"b""Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.""",sadness,sd,sd,fc,Match,NotConMatch,sd,NotMatch
b'Ross',5,b'Joey!',surprise,br,fc,fc,Match,ConMatch,fc,NotMatch
b'Monica',0,b'What one? You wanted him to invite you to the party and he did it!',surprise,qh,qy,qw,NotMatch,NotConMatch,,NotMatch
b'Rachel',1,"b'Yeah, but he waited until the last minute!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',2,"b'So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',3,"b'I said, ""No!""'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',4,b'Which puts',neutral,qw,%,^q,NotMatch,NotConMatch,,NotMatch
b'Monica',5,b'Great. So the ball is in his court?',anger,sv,qy,qy,Match,ConMatch,qy,NotMatch
b'Rachel',6,b'Ball? There is no ball.',anger,sd,sv,qy^d,NotMatch,NotConMatch,,NotMatch
b'Danny',0,"b'Oh, hey Rach! I thought we said seven?'",surprise,fc,^q,sd,NotMatch,NotConMatch,,NotMatch
b'Rachel',1,"b""Yeah uh, y'know what uh, let's skip it.""",neutral,qh,^q,^q,Match,ConMatch,^q,NotMatch
b'Danny',2,b'What?! Why?!',surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Rachel',3,"b'Umm, you-you and your sister seem to have umm, a very special bond, and'",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Danny',4,b'Oh great! That',anger,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Danny',5,"b'Do-do you, do you have brothers?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',6,"b'No, I have two sisters. But one of them has a very masculine energy.'",neutral,sd,sd,na,Match,NotConMatch,sd,NotMatch
b'Danny',7,b'Are you close with them?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Rachel',8,"b""No-no, they're not very nice people.""",neutral,sv,sv,ng,Match,NotConMatch,sv,NotMatch
b'Danny',9,"b'Okay, listen, I really like you.'",neutral,fc,^q,fc,Match,NotConMatch,fc,NotMatch
b'Danny',10,b'Okay?',neutral,br,^q,qy,NotMatch,NotConMatch,,NotMatch
b'Danny',11,b'I think this can go somewhere.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Danny',12,"b""So what if I'm close to my family, are you gonna let that stand in the way of us?""",neutral,sd,ad,qy,NotMatch,NotConMatch,,NotMatch
b'Rachel',13,"b""Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of""",neutral,sd,sd,^h,Match,NotConMatch,sd,NotMatch
b'Krista',14,b'Danny! Hurry up! The bath is getting cold!',neutral,sd,sv,^q,NotMatch,NotConMatch,,NotMatch
b'Danny',15,b'What?',surprise,br,br,qw,Match,NotConMatch,br,NotMatch
b'Rachel',16,"b""Yeah, okay, I'll see you later.""",neutral,fc,fc,sd,Match,NotConMatch,fc,NotMatch
b'Ross',0,b'It\xc2\x92s over.',sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',1,"b'Oh, was it awful?'",sadness,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',0,"b'Well, it was loong.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',0,"b'I didn\xc2\x92t even realise how late it was, until I noticed the 5 o\xc2\x92clock shadow on her head.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',1,"b'Anyway, she didn\xc2\x92t want to stay.'",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',2,b'I called a cab. she just left.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',3,b'I wrote you a letter.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',4,b'Ohh! Thank you! I like mail.',joy,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',5,b'It\xc2\x92s just some things I\xc2\x92ve been thinking about.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',6,"b'Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',7,"b'Okay.  Wow, it\xc2\x92s-it\xc2\x92s 5:30 in the morning.  So, I\xc2\x92d better get cracking on this baby.'",neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',8,"b'Well, I\xc2\x92ll be waiting for you, just come up when you\xc2\x92re done.'",neutral,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Ross',9,"b'Okay, I\xc2\x92ll be up in,  18 pages. Front and back. Very exciting.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',0,b'The waiter carried the breadsticks in his pants!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Allesandro',1,"b'Well, you said that we except the'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',2,"b'All right, that I\xc2\x92ll retract.'",neutral,fo_o_fw_"_by_bc,ad,^2,NotMatch,NotConMatch,,NotMatch
b'Monica',3,"b'But I stand by my review, I know food and that wasn\xc2\x92t it.'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,b'You\xc2\x92re marinara sauce tasted like tomato juice!',disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',5,b'You should serve it with vodka and a piece of celery.',disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Allesandro',6,"b'Hey! I\xc2\x92m proud of that sauce, it\xc2\x92s delicious.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',7,b'Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?',surprise,qy,ad,qw,NotMatch,NotConMatch,,NotMatch
b'Allesandro',8,b'Lebanon.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',9,"b'Hand me those tomatoes, I\xc2\x92m gonna show you what it should taste like! Come on, hand me them.'",anger,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Allesandro',10,b'How long is this gonna take? \xc2\x91Cause I got another critic to go yell at.',neutral,qw,ad,qw,Match,NotConMatch,qw,NotMatch
b'Phoebe',0,"b'Okay, then what happened?'",neutral,qw,ad,qo,NotMatch,NotConMatch,,NotMatch
b'Phoebe',1,b"Ohh. Uh-huh. Uh-huh.  You'll get your turn!",anger,fc,^q,^q,Match,ConMatch,^q,NotMatch
b'Ross',2,"b""Hey Pheebs, what's going on?""",neutral,qw,ad,qw,Match,NotConMatch,qw,NotMatch
b'Phoebe',3,b'Nothing!   This is not over!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',4,b'No! No! No!',anger,nn,^q,ar,NotMatch,NotConMatch,,NotMatch
b'Phoebe',5,b'What?!',surprise,qw,br,qw,Match,NotConMatch,qw,NotMatch
b'Ross',6,"b""I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in\xc2\x85  Actually, thanks!""",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',7,b'All right! Everybody ready to go to the movies?',neutral,qy^d,x,^q,NotMatch,NotConMatch,,NotMatch
b'Ross',8,"b""Uh actually, I think I'm gonna skip it.""",sadness,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',9,b'Really?',surprise,bh,bh,qy,Match,NotConMatch,bh,NotMatch
b'Ross',10,"b""Yeah, I'm gonna stay and read my book. I just wanna be alone right now.""",sadness,sd,sd,^q,Match,NotConMatch,sd,NotMatch
b'Joey',11,"b""Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.""",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',12,"b""That's okay, Joe.""",neutral,bd,na,fc,NotMatch,NotConMatch,,NotMatch
b'Joey',13,"b""All right, let's go Pheebs.""",neutral,fo_o_fw_"_by_bc,ad,ad,Match,ConMatch,ad,NotMatch
b'Ross',14,b'Oh God!',surprise,ba,fc,fc,Match,ConMatch,fc,NotMatch
b'Chandler',0,b'That was amazing.',joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Monica',1,b'I know.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',2,"b'Hey, do you realize we may have just changed our lives forever?'",joy,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Monica',3,b'We may have just started a family.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,"b'Nine months from now we can be here, having our own baby.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',5,"b'And if not, we got to do it on a bucket.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',0,b'Ross! You gotta stop! Okay?! You can\xc2\x92t just stare through the peep hole for three hours! You\xc2\x92re gonna get peep eye!',anger,sd,bf,sd,Match,NotConMatch,sd,NotMatch
b'Ross',1,b'I knew it!',surprise,sd,aa,sd,Match,NotConMatch,sd,NotMatch
